date,snow_day,snowfall_overnight,snowfall_24h,precipitation_overnight,precipitation_24h,no_snowfall_penalty,freezing_rain,temp_min_overnight,wind_speed_avg_overnight,wind_gusts_max_overnight,dewpoint_avg_overnight,humidity_avg_overnight,temperature0,precipitation0,snowfall0,snow_depth0,wind_speed0,wind_gusts0,weather_code0,temperature1,precipitation1,snowfall1,snow_depth1,wind_speed1,wind_gusts1,weather_code1,temperature2,precipitation2,snowfall2,snow_depth2,wind_speed2,wind_gusts2,weather_code2,temperature3,precipitation3,snowfall3,snow_depth3,wind_speed3,wind_gusts3,weather_code3,temperature4,precipitation4,snowfall4,snow_depth4,wind_speed4,wind_gusts4,weather_code4,temperature5,precipitation5,snowfall5,snow_depth5,wind_speed5,wind_gusts5,weather_code5,temperature6,precipitation6,snowfall6,snow_depth6,wind_speed6,wind_gusts6,weather_code6,temperature7,precipitation7,snowfall7,snow_depth7,wind_speed7,wind_gusts7,weather_code7
2025-03-20,0,0.0,2.38,0.0,3.8,1,True,-1.1,33.1625,54.4,2.4125,93.25,4.8,0.0,0.0,0.0,33.7,41.0,3,5.1,0.0,0.0,0.0,38.1,47.2,2,4.9,0.0,0.0,0.0,42.1,54.4,3,4.5,0.0,0.0,0.0,39.1,54.4,0,4.0,0.0,0.0,0.0,35.9,50.8,2,2.3,0.0,0.0,0.0,22.8,45.7,3,1.3,0.0,0.0,0.0,25.0,29.2,3,0.6,0.0,0.0,0.0,28.6,38.9,3
2025-03-21,0,0.0,0.0,0.0,0.0,2,False,-1.6,24.25,48.6,-5.525,73.25,-1.2,0.0,0.0,0.0,32.7,48.6,0,-1.2,0.0,0.0,0.0,30.2,43.2,0,-1.2,0.0,0.0,0.0,25.0,40.0,0,-1.3,0.0,0.0,0.0,20.9,33.1,0,-1.4,0.0,0.0,0.0,21.1,28.8,0,-1.6,0.0,0.0,0.0,17.6,28.4,0,-1.5,0.0,0.0,0.0,21.2,27.7,0,-1.3,0.0,0.0,0.0,25.3,33.1,0
2025-03-24,0,1.19,3.71,3.0,7.1,0,True,-0.4,44.4875,65.5,-0.85,88.25,0.0,1.4,0.98,0.0,39.4,55.1,75,0.4,0.3,0.21,0.0,40.7,56.2,73,1.1,0.2,0.0,0.0,43.3,57.6,51,1.3,0.8,0.0,0.0,46.1,61.2,53,1.5,0.2,0.0,0.0,42.7,61.6,51,1.1,0.1,0.0,0.0,47.9,63.0,51,0.8,0.0,0.0,0.0,47.4,64.1,3,0.5,0.0,0.0,0.0,48.4,65.5,3
2025-03-25,0,0.91,2.94,1.2,4.1,1,False,-1.9,37.3875,55.8,-3.275,81.875,-0.4,0.4,0.28,0.0,39.7,53.6,73,-0.5,0.1,0.07,0.0,40.6,55.8,71,-0.6,0.1,0.07,0.0,39.2,54.0,71,-0.4,0.0,0.0,0.0,38.7,52.6,3,-0.7,0.1,0.07,0.0,38.1,51.5,71,-0.7,0.2,0.14,0.0,37.4,50.4,71,-0.6,0.3,0.21,0.0,34.7,49.3,73,-0.5,0.0,0.07,0.0,30.7,45.7,71
2025-03-26,0,1.05,1.05,1.5,1.5,0,False,-2.9,28.3,49.0,-6.2875,74.625,-1.9,0.1,0.07,0.0,31.1,49.0,71,-2.2,1.0,0.7,0.0,29.0,41.4,73,-2.0,0.4,0.28,0.0,28.7,39.6,73,-2.2,0.0,0.0,0.0,26.8,38.5,3,-2.4,0.0,0.0,0.0,26.1,36.4,3,-2.7,0.0,0.0,0.0,28.0,37.4,3,-2.8,0.0,0.0,0.0,28.3,38.2,3,-2.8,0.0,0.0,0.0,28.4,38.2,3
2025-03-27,0,0.0,0.0,0.0,0.0,2,False,-0.8,20.6375,30.2,-3.275,82.625,-0.8,0.0,0.0,0.0,19.2,24.5,0,-0.8,0.0,0.0,0.0,21.7,28.1,0,-0.8,0.0,0.0,0.0,22.6,30.2,0,-0.8,0.0,0.0,0.0,20.5,29.9,0,-0.7,0.0,0.0,0.0,20.1,27.4,0,-0.6,0.0,0.0,0.0,18.6,26.3,0,-0.5,0.0,0.0,0.0,19.4,24.8,0,-0.4,0.0,0.0,0.0,23.0,28.8,2
2025-03-28,0,0.0,0.0,0.0,5.3,2,True,-1.0,18.2875,34.6,-3.425,78.875,0.5,0.0,0.0,0.0,20.1,33.8,2,0.2,0.0,0.0,0.0,14.8,25.6,1,0.1,0.0,0.0,0.0,8.1,19.1,2,0.0,0.0,0.0,0.0,13.6,16.6,3,-0.1,0.0,0.0,0.0,19.0,23.4,3,-0.4,0.0,0.0,0.0,21.6,27.7,3,-0.7,0.0,0.0,0.0,22.8,29.9,3,-1.0,0.0,0.0,0.0,26.3,34.6,3
2025-03-31,1,0.21,0.21,1.3,1.3,1,True,-1.9,34.3625,53.3,2.2625,97.5,3.7,0.0,0.0,0.0,33.0,41.8,3,3.6,0.1,0.0,0.0,28.3,41.8,51,3.6,0.8,0.0,0.0,30.6,37.1,53,3.5,0.1,0.0,0.0,37.3,47.5,51,3.6,0.0,0.0,0.0,41.0,52.2,2,2.6,0.0,0.0,0.0,36.9,53.3,3,0.6,0.0,0.0,0.0,30.9,48.2,3,-0.3,0.3,0.21,0.0,36.9,47.2,73
2025-04-01,0,0.0,0.0,0.0,0.0,2,False,-4.6,31.875,58.3,-8.025,65.75,-1.5,0.0,0.0,0.0,42.1,58.3,0,-1.4,0.0,0.0,0.0,38.9,56.5,0,-1.7,0.0,0.0,0.0,35.3,51.8,0,-2.2,0.0,0.0,0.0,31.2,47.2,0,-2.6,0.0,0.0,0.0,29.0,41.8,0,-3.1,0.0,0.0,0.0,26.7,39.2,0,-3.4,0.0,0.0,0.0,25.7,36.4,0,-3.8,0.0,0.0,0.0,26.1,35.6,0
2025-04-02,1,0.0,0.98,0.0,13.1,1,True,-2.0,34.1125,52.2,-7.4375,64.375,-2.0,0.0,0.0,0.0,31.7,43.2,3,-1.8,0.0,0.0,0.0,32.0,43.2,3,-1.7,0.0,0.0,0.0,33.0,45.4,3,-1.5,0.0,0.0,0.0,32.8,44.6,3,-1.4,0.0,0.0,0.0,33.5,45.0,3,-1.3,0.0,0.0,0.0,34.5,45.7,3,-1.3,0.0,0.0,0.0,36.7,49.7,3,-1.4,0.0,0.0,0.0,38.7,52.2,3
2025-04-03,0,0.0,0.0,2.0,2.0,2,False,2.0,42.45,74.5,4.7625,97.125,5.0,0.1,0.0,0.0,45.2,74.5,51,4.8,0.4,0.0,0.0,48.5,64.8,51,4.7,0.1,0.0,0.0,43.0,66.2,51,5.8,0.9,0.0,0.0,44.2,56.2,53,5.9,0.5,0.0,0.0,38.8,58.0,53,6.1,0.0,0.0,0.0,39.0,49.3,3,4.8,0.0,0.0,0.0,39.1,50.0,3,4.4,0.0,0.0,0.0,41.8,54.4,2
2025-04-04,0,0.0,0.0,0.0,0.0,2,False,0.3,17.3875,30.2,-1.8,84.0,1.0,0.0,0.0,0.0,21.3,30.2,3,0.8,0.0,0.0,0.0,22.5,27.7,3,0.8,0.0,0.0,0.0,22.3,29.5,0,0.6,0.0,0.0,0.0,19.7,27.7,1,0.5,0.0,0.0,0.0,17.3,24.8,0,0.4,0.0,0.0,0.0,12.4,21.6,0,0.4,0.0,0.0,0.0,11.6,15.1,0,0.4,0.0,0.0,0.0,12.0,15.5,0
2025-04-07,0,0.0,3.57,0.0,5.5,1,False,-3.8,25.975,38.2,-2.3875,82.75,0.0,0.0,0.0,0.0,17.9,21.6,0,0.2,0.0,0.0,0.0,26.3,32.8,0,0.2,0.0,0.0,0.0,28.1,36.7,1,0.2,0.0,0.0,0.0,29.2,38.2,1,0.2,0.0,0.0,0.0,28.0,38.2,0,0.2,0.0,0.0,0.0,27.1,36.4,2,0.3,0.0,0.0,0.0,24.9,34.9,3,0.3,0.0,0.0,0.0,26.3,32.8,3
2025-04-08,0,0.0,0.0,0.0,0.0,2,False,-6.8,42.1125,65.2,-9.375,75.125,-4.2,0.0,0.0,0.0,44.9,65.2,3,-4.7,0.0,0.0,0.0,44.6,61.9,3,-5.1,0.0,0.0,0.0,43.6,61.2,3,-5.5,0.0,0.0,0.0,43.3,60.1,3,-6.0,0.0,0.0,0.0,42.5,60.1,3,-6.2,0.0,0.0,0.0,39.8,59.0,3,-6.5,0.0,0.0,0.0,39.1,55.8,3,-6.8,0.0,0.0,0.0,39.1,55.4,3
2025-04-09,0,0.0,0.0,0.0,0.0,2,False,-2.5,19.6375,40.3,-10.975,52.0,-2.2,0.0,0.0,0.0,28.6,40.3,0,-2.3,0.0,0.0,0.0,26.2,38.2,0,-2.4,0.0,0.0,0.0,23.0,34.9,0,-2.5,0.0,0.0,0.0,19.2,31.0,0,-2.5,0.0,0.0,0.0,17.2,26.3,3,-2.5,0.0,0.0,0.0,17.7,24.8,3,-2.5,0.0,0.0,0.0,15.5,24.5,3,-2.4,0.0,0.0,0.0,9.7,22.0,3
2025-04-10,0,0.0,0.0,0.0,0.1,2,False,-0.6,14.8875,22.3,-2.9125,81.25,0.3,0.0,0.0,0.0,16.3,19.8,3,0.1,0.0,0.0,0.0,17.2,22.3,3,-0.0,0.0,0.0,0.0,15.7,21.6,3,-0.1,0.0,0.0,0.0,13.7,19.4,3,-0.0,0.0,0.0,0.0,13.2,17.3,3,-0.1,0.0,0.0,0.0,13.1,16.6,1,-0.4,0.0,0.0,0.0,15.2,19.1,3,-0.6,0.0,0.0,0.0,14.7,19.8,3
2025-04-11,0,0.0,0.0,0.0,0.0,2,False,-0.2,21.7625,33.1,-2.6,81.875,0.4,0.0,0.0,0.0,15.1,17.6,3,0.4,0.0,0.0,0.0,18.1,21.6,3,0.3,0.0,0.0,0.0,23.2,28.8,3,0.2,0.0,0.0,0.0,25.8,32.8,2,0.2,0.0,0.0,0.0,24.5,33.1,0,0.1,0.0,0.0,0.0,25.0,32.0,0,-0.2,0.0,0.0,0.0,22.5,32.0,0,-0.2,0.0,0.0,0.0,19.9,29.2,0
2025-04-14,0,0.0,0.0,0.4,0.4,2,False,2.7,27.8875,37.8,-0.0875,80.0,3.5,0.1,0.0,0.0,28.8,36.0,51,3.1,0.2,0.0,0.0,29.4,36.7,51,2.9,0.1,0.0,0.0,28.7,37.8,51,2.7,0.0,0.0,0.0,26.9,36.0,3,2.7,0.0,0.0,0.0,25.4,33.8,3,2.8,0.0,0.0,0.0,26.6,32.8,3,3.0,0.0,0.0,0.0,27.7,35.3,0,3.6,0.0,0.0,0.0,29.6,36.0,3
2025-04-15,0,0.0,0.63,0.4,1.9,1,True,-0.1,31.5,51.1,-0.525,82.375,3.6,0.0,0.0,0.0,27.4,39.2,1,2.7,0.0,0.0,0.0,22.6,33.8,1,2.5,0.0,0.0,0.0,26.2,31.7,3,2.4,0.0,0.0,0.0,33.0,41.0,3,2.0,0.1,0.0,0.0,31.7,42.1,51,2.0,0.0,0.0,0.0,34.8,42.8,3,1.4,0.1,0.0,0.0,37.7,49.0,51,0.7,0.2,0.0,0.0,38.6,51.1,51
2025-04-16,0,0.07,0.07,0.1,0.1,1,False,-0.3,48.475,83.9,-3.875,75.375,0.2,0.1,0.07,0.0,54.0,83.9,71,0.1,0.0,0.0,0.0,46.7,76.0,3,-0.0,0.0,0.0,0.0,49.9,68.8,3,0.1,0.0,0.0,0.0,46.3,67.0,3,0.0,0.0,0.0,0.0,48.9,64.4,3,-0.0,0.0,0.0,0.0,49.8,64.4,3,-0.2,0.0,0.0,0.0,46.7,65.5,3,-0.2,0.0,0.0,0.0,45.5,61.9,3
2025-04-17,0,0.0,0.0,0.0,0.0,2,False,0.1,16.7125,31.7,-2.75,79.375,1.0,0.0,0.0,0.0,23.5,31.7,0,0.8,0.0,0.0,0.0,22.6,29.5,0,0.5,0.0,0.0,0.0,21.2,28.4,0,0.3,0.0,0.0,0.0,18.2,26.6,0,0.3,0.0,0.0,0.0,16.0,23.4,0,0.2,0.0,0.0,0.0,14.2,20.5,0,0.1,0.0,0.0,0.0,11.2,18.0,0,0.2,0.0,0.0,0.0,6.8,14.8,0
2025-04-18,0,0.0,0.0,2.9,6.2,2,False,4.0,37.95,54.7,-1.1375,67.5,4.3,0.0,0.0,0.0,34.8,44.3,3,4.4,0.0,0.0,0.0,36.2,46.4,3,4.5,0.0,0.0,0.0,38.2,49.0,3,4.6,0.0,0.0,0.0,38.6,50.0,3,4.6,0.0,0.0,0.0,38.0,50.8,3,4.6,0.0,0.0,0.0,40.2,52.2,3,4.1,1.4,0.0,0.0,35.9,54.7,61,4.1,1.5,0.0,0.0,41.7,49.7,61
2025-04-21,0,0.0,0.0,4.800000000000001,6.8,2,False,3.3,29.45,45.7,-1.8875,65.75,4.0,0.0,0.0,0.0,29.1,38.9,3,3.8,0.0,0.0,0.0,29.9,37.4,3,3.8,0.0,0.0,0.0,32.1,41.0,3,3.9,0.0,0.0,0.0,31.9,41.0,3,4.3,0.0,0.0,0.0,35.4,45.7,3,4.4,0.3,0.0,0.0,33.5,45.7,51,4.3,0.1,0.0,0.0,27.8,43.2,51,3.7,4.4,0.0,0.0,15.9,34.6,63
2025-04-22,0,0.0,0.0,0.0,0.0,2,False,1.6,37.0625,51.8,-0.3125,81.125,3.2,0.0,0.0,0.0,38.0,49.7,3,3.0,0.0,0.0,0.0,38.2,49.0,3,2.8,0.0,0.0,0.0,39.9,51.8,3,2.5,0.0,0.0,0.0,37.6,51.8,3,2.4,0.0,0.0,0.0,36.8,49.0,3,2.3,0.0,0.0,0.0,37.3,47.9,3,2.3,0.0,0.0,0.0,36.6,49.0,3,2.2,0.0,0.0,0.0,32.1,47.2,3
2025-04-23,0,0.0,0.0,0.0,0.0,2,False,2.2,13.9375,22.7,-0.3,82.375,2.7,0.0,0.0,0.0,11.9,13.3,2,2.5,0.0,0.0,0.0,12.2,14.0,3,2.5,0.0,0.0,0.0,12.2,14.8,3,2.5,0.0,0.0,0.0,12.4,14.4,3,2.3,0.0,0.0,0.0,10.7,14.4,3,2.2,0.0,0.0,0.0,15.9,18.4,3,2.3,0.0,0.0,0.0,17.2,20.5,2,2.4,0.0,0.0,0.0,19.0,22.7,1
2025-04-24,0,0.0,0.0,0.0,0.3,2,False,2.3,24.075,36.4,2.4375,87.75,5.1,0.0,0.0,0.0,13.9,15.1,0,4.3,0.0,0.0,0.0,20.9,23.0,0,4.0,0.0,0.0,0.0,26.1,31.3,0,4.1,0.0,0.0,0.0,25.7,32.4,0,3.9,0.0,0.0,0.0,27.8,34.6,0,3.9,0.0,0.0,0.0,28.3,36.4,0,4.4,0.0,0.0,0.0,26.5,35.6,0,4.8,0.0,0.0,0.0,23.4,32.8,2
2025-04-25,0,0.0,0.0,0.0,0.1,2,False,2.5,22.2875,32.0,1.85,87.125,3.2,0.0,0.0,0.0,17.9,24.8,3,3.6,0.0,0.0,0.0,19.3,22.7,3,3.7,0.0,0.0,0.0,20.6,24.8,3,3.6,0.0,0.0,0.0,21.1,25.2,3,3.7,0.0,0.0,0.0,23.9,28.8,3,4.1,0.0,0.0,0.0,25.6,31.3,3,4.2,0.0,0.0,0.0,25.4,32.0,3,4.2,0.0,0.0,0.0,24.5,31.3,3
2025-04-28,0,0.0,0.0,0.0,0.0,2,False,3.5,21.275,30.2,-1.525,69.5,3.5,0.0,0.0,0.0,16.1,19.1,3,3.6,0.0,0.0,0.0,18.4,21.2,3,3.6,0.0,0.0,0.0,20.2,24.5,3,3.6,0.0,0.0,0.0,20.4,24.8,3,3.8,0.0,0.0,0.0,22.8,27.7,3,3.8,0.0,0.0,0.0,23.8,29.5,2,3.6,0.0,0.0,0.0,24.1,29.9,3,3.5,0.0,0.0,0.0,24.4,30.2,2
2025-04-29,0,0.0,0.0,0.0,0.1,2,True,0.8,46.45,67.0,2.8125,73.5,7.4,0.0,0.0,0.0,48.6,63.7,3,7.6,0.0,0.0,0.0,49.3,65.9,3,7.7,0.0,0.0,0.0,48.7,67.0,3,7.6,0.0,0.0,0.0,46.7,64.8,3,7.4,0.0,0.0,0.0,45.4,61.2,3,7.3,0.0,0.0,0.0,45.0,59.8,3,7.4,0.0,0.0,0.0,42.9,58.3,3,7.0,0.0,0.0,0.0,45.0,58.0,3
2025-04-30,0,0.0,0.0,0.0,0.0,2,False,-0.6,23.9625,47.9,-2.75,79.625,0.7,0.0,0.0,0.0,33.8,47.9,0,0.6,0.0,0.0,0.0,30.6,43.6,0,0.7,0.0,0.0,0.0,30.9,39.6,0,0.7,0.0,0.0,0.0,26.8,39.6,2,0.3,0.0,0.0,0.0,23.4,34.6,1,0.1,0.0,0.0,0.0,17.4,30.6,1,-0.0,0.0,0.0,0.0,15.0,23.4,1,-0.1,0.0,0.0,0.0,13.8,20.5,2
